accepted,answer,link,question
Accepted,"See the , sections:,Make sure you use JavaFX 2.1+ when doing this, as JavaFX 2.0 does not have full support for upcalls from javaScript to JavaFX.,Java code to be executed after the document has loaded:,Here is a generic communication sample, replace it with the actual Java and JavaScript logic you want to execute.,Java code:,JavaScript code (in this case embedded in an onclick handler for a html href):",https://stackoverflow.com/questions/10918039/how-to-pass-data-from-webview-to-controller-and-vice-versa-in-javafx,"So I've found this , on how to use google maps API in a Desktop JavaFX application. ,The point is that I can't figure out how can I pass data from WebView (javascripts variables, jsons..) to controller and viceversa. ,I'd like to make an textfield that on textinput to automaticaly search that address and add an marker there (and viceversa when I move the marker to populate the input). The javascript standalone is no problem for me, but I don't know how to call javascript functions from JavaFX controller or how to send back the variables from javascript (longitude, latitude, etc)"
Accepted,"I managed to find the issue. It was the way the C# definition was done. From what I can understand, using the MarshallAs(UnmanagedType.LPStr) in combination with the string return type makes it so that it'll attempt to free the string when its done. But because the string comes from the C++ DLL, and most likely a totally different memory manager, it fails. And even if it didn't fail, I don't want it to be freed anyway.,The solution I found was to change the C# declaration to this (the C++ code is unchanged):,So this makes it so that it just returns a pointer to the string data. And then to change it to a string, pass it to Marshal.PtrToStringAnsi(),And that gets wrapped into another function for cleanliness. ,I found the solution from this page: 
",https://stackoverflow.com/questions/799076/returning-a-stdstring-from-a-c-dll-to-a-c-sharp-program-invalid-address-s,"In a function in my C++ DLL, I'm returning a std::string to my c# application. It pretty much looks like this:,But when my C# code calls this function, I get this message in my output window:,The function declaration in c# looks like this:,From what I've been able to find online, sometimes this message appears when there's an inconsistency between which version of new(debug or release, etc) is being used with delete. But I'm not sure if that is what is going on in my case. So I'm not sure exactly what's causing it. Maybe the MashallAs might have something to do with it? ,Any ideas?,Thanks!"
Accepted,"The common practice is not to demand client code wraps your header in ,, but to do so conditionally yourself. For instance:,That way client code is automatically correct without doing anything beyond including the header.",https://stackoverflow.com/questions/55099677/how-to-detect-if-c-code-which-needs-extern-c-is-compiled-in-c,"I have a C header as part of a C++ library.,This C header would only make sense compiled by a C compiler, or by a C++ compiler within an , block, otherwise unresolved link errors would happen.,I thought to add a block such as:,in the C header, but unfortunately the , macro is defined also within an , block.,Is there another way to detect this condition correctly?"
Accepted,"Well, if they were at the front, how would you detect when they've stopped being supplied? The only way would be if the variable type was different , the optional parameters. Bit of a weird requirement, so it makes sense that you just force them to be last (save the trouble of complex rules for detecting the ""final"" optional parameter).,Besides, it's the most natural way to do it when calling the function.",https://stackoverflow.com/questions/2896106/why-optional-parameters-must-appear-at-the-end-of-the-declaration,"In all programming languages supporting optional parameters that I have seen there is a imitation that the optional parameters must appear at the end of the declaration. No required parameters may be included after an optional item.
What is the reason for that ? I guess it can be compiler/interpreter requirement."
Undetermined,"With apologies to OP, as this answer is probably far too late for him, but I'm posting it to help anyone with a similar problem:, is an open-source project that does almost exactly what you described, though it doesn't work perfectly on some of the more peculiar JS.  ,It saves the page with , of the JS, the major images, and everything that the page needs to appear complete.  It can be configured to include or exclude the entire or partial JS, images, and CSS.  ,This does not import all of the JS and other content into the HTML file, but neatly organizes all of the content into one folder and corrects all of the paths to make the folder portable.  ,It also seems to have trouble grabbing some external sources that are protected, but if it is your local site and simply uses common scripts like JQuery, you should be fine. When I tested it, it correctly downloaded all of my local CSS and any valid external CSS library that I incorporated, the JQuery and derivative scripts that I was using, and the embedded images.,Just to save everyone a question, the program by default saves the downloaded websites to ,.",https://stackoverflow.com/questions/24568246/save-html-as-standalone-page-exporting-tool,"I need to regularly send html pages to a client as standalone .html files with no external dependencies. The original pages are done with node.js and express and they contains several librairies such as High Charts.
I have done the preparation manually until now, this includes:,The result is a single .html file that can be opened without an internet connection and looks just like the original.,Is there any tool to do this automatically? If not, maybe I'll code it myself in Python. Do you have any recommendation around that?,Thanks"
Undetermined,"Refer to this documentation: ,According to pusher documentation, Initialize your front end using this,use this to trigger your event",https://stackoverflow.com/questions/59753181/how-to-send-message-back-from-client-to-the-server-via-websocket-in-laravel-with,"WebSocket allows two-way communication: the server can send messages to the browser and the browser - the client - can respond back via the same connection.,I am implementing Chat Application in Laravel 6 using:  ,I already get it worked that the server triggers events and the client listens to those events as following.,Everything works fine. In step 8, I trigger events from the server-side.,Note that I am not using the official Pusher server, I just utilize the Pusher API implementations and , but point the , to the local ,, configured in step 6.,Please do not confus , with , of ,. I am not using ,.,Now instead of triggering events on the server-side as shown in step 8, I want to tigger events from the client-side since WebSocket allows two-way communication. How can I do that in , with ,, ,?"
Undetermined,"You are piping data into Python; at that point Python's , is no longer attached to a TTY (your console) and won't guess at what the encoding might be. Instead, the default system locale is used; on your system that's cp1251 (the Windows Latin-1-based codepage).,Set the , to override:,PowerShell doesn't appear to support per-command-line environment variables the way UNIX shells do; the easiest is to just set the variable first:,or even,as the Windows UTF-8 codepage is apparently not , UTF-8 really, depending on the Windows version and on wether or not pipe redirection is used.",https://stackoverflow.com/questions/39183614/how-system-consoleoutputencoding-inputencoding-with-python,"Under Powershell v5, Windows 8.1, Python 3. Why these fails and how to fix?,prints:"
Accepted,"I would guess that , has code to connect to the database, construct a , statement to fetch the desired rows, then deliver them back to the frontend?,I see ,, but nothing (yet) about page size, nor about filtering.,Suggest constructing this inside the JS and send it:,Then, inside the PHP, use , to see which arguments were sent, and react to whatever parameters are passed (and ,).,Then construct the desired query, something like:,Peform that; get the results; , them; and respond to the AJAX query.,Then, inside the JS, you need a callback to receive that result and present it to the user.,You might be better off with XHR instead of AJAX, since you don't really need the ""Asynchronous"" part of AJAX.",https://stackoverflow.com/questions/66944083/how-to-add-more-filter-yet-pager-using-ajax,"I have the following ajax structure that allows me to display 10, 25, 50 and, 100 records,According to what I selected from the following HTML structure, ajax, it brings me the results sent correctly.,But I still can't understand how I can add more filters to my pager, for example type of client, type of user or a search engine.,Or search filter by date, I want to add so many filters to my pagination, but for this I need a little push of how to proceed.,This is my PHP code, can you explain to me how I can add more filters to the pager.,Example of my table data:"
Accepted,"Replacing your , is exactly what ""unreachable"" built-ins are for.,They are a semantic equivalent to your use of ,. In fact, VS's is spelt very similarly.,GCC/Clang/Intel:,MSVS:,These have effect regardless of , (unlike ,) or optimisation levels.,Your compiler, particularly with the above built-ins but also possibly with your ,, nods its head in understanding that you're , that part of the function will never be reached. It can use this to perform some optimisations on certain code paths, and it will silence warnings about missing returns because you've already , that it was deliberate.,The trade-off is that the statement itself has undefined behaviour (much like going forth and flowing off the end of the function was already). In some situations, you may instead wish to consider throwing an exception (or returning some ""error code"" value instead), or calling , (in C++) if you want to just terminate the program.,There's a proposal (,), to add this to C++ as a standard attribute.,From ,:",https://stackoverflow.com/questions/57908992/better-alternatives-to-assertfalse-in-c-c,"Currently, I write ,at places that my code is never supposed to reach. One example, in a very C-ish style, is:,My compiler recognizes that the program finishes once assert(false) has been reached. However, whenever I compile with -DNDEBUG for performance reasons, the last assertion vanishes and the compiler warns that the execution finishes the function without a return statement.,What are better alternatives of finishing off a program if a supposedly unreachable part of the code has been reached? The solution should,I am explicitly interested in solutions no matter whether it's modern C++ or like 90s C."
Undetermined,"Well, there you go, with a little help from ,:,The trick is to add a magic header. Note that this , with SharpZipLib. It complains that there is not footer. However, the .NET decompresser works perfectly.,One more thing. The comment concerning the , is correct: your input isn't ASCII. I achieved this result with the following:,With the extra base64 encoding and decoding, this works perfectly.,If you can't use base64 encoding, you need the raw stream from the PHP page. You can get this using the ,:",https://stackoverflow.com/questions/4080344/decompress-string-in-c-sharp-which-were-compressed-by-phps-gzcompress,"i'm querying a webservice in c# 4.0, which provides me with a string compressed by php's ,. Now i need to decompress this string in c#. I tried several ways including,but everytime i get an ""Missing Magic Number"" exception.,Can someone provide me with some hints?,Thank you,My latest try:"
Accepted,"Here's what I did:,jsoncpp doesn't seem to install itself, so you'll have to manually copy the library and header files wherever you want them when you're building applications that use the library.",https://stackoverflow.com/questions/4628922/building-jsoncpp-linux-an-instruction-for-us-mere-mortals,"I am trying to build jsoncpp on Ubuntu 10.x - however the 'instructions' are at times vague. For example, it is not clear exactly which folder the scons.py file needs to reside in before the lib can be built.,Can someone outline the steps required to build the jsoncpp library? on Linux, or failing that, if anyone is aware of any online resource with this info, please share the link."
Accepted,"You say you already know C++ and Java, and that you never did a GUI before. That means:,So staying in C++ saves you one thing to learn. Well, it's always a good idea to learn something, but might be a bad idea to learn two new concepts at the same time. Anyway, the learning might be the smaller burden, I guess there is a lot of actual work involed, even when you use tools like SWIG.,You might want to know if writing a GUI in Java or doing it in C++ is easier. It depends on the chosen Framework. For Java, you have AWT and Swing which are part of the default Java distribution, and then there is SWT which is used by Eclipse, for example. For C++, there are many toolkits, with Qt, GTK and wxWidgets being the most popular ones, and all three support every major platform. Most of those ""C++"" GUI toolkits also have a Java binding or even a Java port, so you could use them with Java as well.,So far I've used Swing, Qt and a few others which don't help in your situation (The UI thingy that came with Borland C++ Builder and WinForms on .NET). Basically, the concepts are the same for all those frameworks, and I found none of them being harder or easier than the other. The only exception maybe Java, because I never got those LayoutManagers to work, even though the other toolkits have equivalents to LayoutManagers that are easy to master. But maybe thats just me.,People also will tell you that Java GUIs are always ugly and don't fit the host system. Well, most Java GUIs really are, but IMHO thats not because of Java, but because of bad programming. It takes two lines of code to let a Swing app adapt to the look and feel of the OS, and most programmers simply don't put enough effort into their Java GUIs to copy and paste those two lines... you can imagine how much they care about the rest of their GUI design.,For your current situation, I would recommend a C++ GUI, but if you know how your future plans look like, and if you know you will doing Java GUIs for the rest of your life, then it's probably ok to start that now and take the extra effort of .,And if you chose C++ for the GUI, people will tell you all kind of things to pull you in any direction. All of the three big portable frameworks have their pros and their cons, but I don't believe there is any single best or worst one among them. I'd recommend Qt simply because I already used it - but if I'd happten to have used GTK or wxWidgets instead, I'd probably suggest that.",https://stackoverflow.com/questions/3207155/java-vs-c-for-building-a-gui-which-has-a-c-backend,"I currently have a C++ backend that I need to connect with a GUI, and since I've never built a GUI before, I was confused on where to start. ,I'm comfortable writing code in C++ and Java, so I'd prefer my GUI to be in one of those languages. Also, the GUI has to be reasonably OS independent over Windows and Linux (and hopefully, hence Macs).,Now I understand that if I use Java to do it, I'll need some wrappers to do it - but I've also heard (strictly second hand) that writing a GUI in C++ is a pain. ,I don't want to rewrite too much of my backend code in Java (who does??) and I was hoping for input on:,Thanks and Cheers All :)"
Accepted,"I believe that in this case, the difference between C# and F# is thanks to tail-call optimization.,A tail-call is when you have a recursive call that is done as ""the last thing"" in a function. In this case, F# doesn't actually generate a call instruction, but instead compiles the code into a loop (because the call is the ""last thing"", we can reuse the current stack frame and just jump to the beginning of the method). ,In your implementation of ,, two of the calls are tail-calls and only one of them is not (the one where the result is passed as an argument to another , call). This means that the F# version actually invokes a ""call"" instruction (much?) less often.,In generall, the performance profile is roughly the same as performance profile of C#. There are quite a few posts related to F# vs. C# performance here:",https://stackoverflow.com/questions/3241954/performance-of-net-function-calling-c-f-vs-c,"Since F# 2.0 has become a part of VS2010 I take an interest in F#. I wondered what's the point of using it. I'd read a bit and I made a benchmark to measure functions calling.
I have used Ackermann's function :),C#,C++,F#,Java,An then ,
C# = 510ms ,
c++ = 130ms ,
F# = 185ms ,
Java = Stackoverflow :) ,Is it the power of F# (except small amount of code) If we want to use .Net and gain a bit faster execution? Can I optimalize any of these codes (especially F#) ?,. I got rid off Console.WriteLine and run the C# code without the debugger: C# = 400ms"
Accepted,"The password is limited to 72 characters internally in the crypt algorithm. ,To see why, let's look at ,'s source: ,The , field is a simple , field. So there's no length information. All that's passed is a normal pointer.,So if we follow that through, we'll eventually land at ,.,The important part is the loop:, is defined to be 16. So the outer loop will loop 18 times (,).,The inner loop will loop 4 times. 4 * 18 == 72.,And there you have it, only 72 characters of the key will be read. No more.,Now, there's an interesting side-effect to that algorithm. Because it uses C-Strings (strings terminated by a , null byte), it's impossible for it to use anything past ,. So a password that contains a null-byte will lose any entropy past it. Example: ",https://stackoverflow.com/questions/28951359/is-phps-password-verify-safe-against-extremely-long-passwords-dos-attack,"In 2013 Django had a general vulnerability as an attacker could create extremely intense CPU calculations via very large passwords [,]. I'm unsure if this is still possible when using PHP's , and other password-hashing methods without any further checks.,The , however does not limit the passed argument directly (maybe on a deeper level inside the bcrypt algorithm ?). Also, the , does not limit the argument.,Is , (and other functions of the same function set) vulnerable against DoS via maxed out POST parameters ? Please also consider site-wide config situations of POST upload sizes much larger than 4MB."
Accepted,"Your javascript values are client-side, your scriptlet is running server-side.  So if you want to use your javascript variables in a scriptlet, you will need to submit them.,To achieve this, either store them in input fields and submit a form, or perform an ajax request.  I suggest you look into JQuery for this.",https://stackoverflow.com/questions/5701031/how-do-i-pass-javascript-values-to-scriptlet-in-jsp,Can anyone tell me how to pass JavaScript values to Scriptlet in JSP?
Accepted,"An EEFileLoadException indicates the executable cannot find or load one of it's dependencies. That can of course has different causes (path problem, mixing configurations, mixing platforms).,A good start is using Dependency Walker (make sure to use the x64 version) on your DLL's/executables.",https://stackoverflow.com/questions/16796335/eefileloadexception-when-loading-c-dll-in-managed-dll,"I have an unmanaged C++ DLL that I would like to call into from within a C# exe. I looked into the possible solutions, and it looks to me like the best thing to do is to use C++/CLI as a wrapper for the unmanaged C++ class. So I wrote a C++/CLI class that looks like this, and gets compiled into a DLL (I know it should have a destructor and a finalizer, but so far the code won't get into the Main function, so I excluded them for simplicity's sake):,I then have a C# executable that looks like this:,Unfortunately, when I try and run the code, I get the following C++ exception:,I tried to set a breakpoint on the first line of Main, but the exception is thrown before the execution reaches that point. If I hit ""continue"" (I'm using MVS 2010) I get this:,Does anyone have any advice? This is on Windows 7 x64, and everything has been compiled for x64 including the C++ DLL."
Undetermined,"There are two ways to do that, one fully ""manual"" by using the iteration API:,The preferred alternative is to use on of three , functions with a callback which is considered more elegant:,Note: I didn?????t test either of the snippets locally but copied it from different places.",https://stackoverflow.com/questions/24556641/php-extension-iterate-through-array,"I'm starting to write a PHP extension and wish to just get my head around how to loop through an array that is passed (with the intention of changing the data value by value). Preferred method would be a for loop so that I can match array1 with array2 data e.g. array1[0] is linked to array2[0], [1] with [1] etc...,Anyone able to help?"
Accepted,"The , is substituted directly into the HTML. Do a view source; it isn't a ""variable"" or anything like it. It's just rendered text.,Having said that, you can put this kind of substitution into your JavaScript.,This gives you ""dynamic"" javascript.",https://stackoverflow.com/questions/298772/django-template-variables-and-javascript,"When I render a page using the Django template renderer, I can pass in a dictionary variable containing various values to manipulate them in the page using ,.,Is there a way to access the same variable in Javascript (perhaps using the DOM, I don't know how Django makes the variables accessible)? I want to be able to lookup details using an AJAX lookup based on the values contained in the variables passed in."
Accepted,"wrap , around ",https://stackoverflow.com/questions/14227388/unserialize-php-array-in-javascript,"I have a table with a load of rows of serialized arrays that I plan to request and pass it to ,.,The problem is - is it possible to , with JavaScript rather than PHP ? ,Otherwise I will have to load all the rows, loop them and unserialize them and assign them to a temporary PHP array and then json_encode it back to JavaScript which seems highly inefficient if I can send the data still serialized so that JavaScript can unserialize the data when it needs to.,Is there a built in Javascript function that does it or will I have to loop the rows in PHP before I encode it?,Note I am not using jQuery.,EDIT:
Example of my serialized data in PHP from my table:"
Undetermined,"One important thing to note when comparing Java lambdas and JS functions is how the two treat scoping.,In Java, lambdas can only access effectively final variables and only captures those that are explicitly required. In JS, functions can access all variables in all the parent closures and thus captures everything.,A result of this is the possibility of memory leaks unless you know what you're doing. As an example:,This method will return a lambda that effectively only contains an int. No problems here. However, a naive translation to JavaScript...,It may not be obvious at a glance, but this has a major problem. The function expression will capture EVERYTHING within the scope, including the , parameter (even though it's not referenced from within the returned function). As a result, it prevents , (which in this example requires a large amount of memory) from being garbage collected and will thus remain in memory for as long as the returned function exists.,As pointed out in the comments, this information may be a bit out of date as modern engines appear to be more intelligent. V8, for instance, will apparently only capture whatever it deems necessary. However, it can still be tricked as all functions created in the same scope appear to share the same closure.,For instance, adding the line ,, which would otherwise do pretty much nothing, will force , into the same closure as the , function uses, creating the leak.,While far-fetched in this specific example, it's far from unthinkable that similar problems may occur when naively translating Java methods containing multiple lambdas.",https://stackoverflow.com/questions/35011816/what-are-the-exact-difference-between-java-8-lambda-constructs-and-javascript,"I have to convert Java 8 code to JavaScript (one way, once in a lifetime). To speed things up I want to automate as much as possible and use the test suite afterwards to fix all remaining issues.,I wonder what the difference between Java 8 lambdas and JavaScript (functions) are?,Any important incompatibilities?"
Undetermined,"ASE is probably the way to go.,I'm not a Jython expert, but I expect part of the problem with trying to go that route is that Android isn't really Java -- while the base language is the same, Android Java code does not share any of the ""standard"" Java libraries and it compiles into its own bytecode language.,Having said that, there is a defunct project for using Jython with Android. Its author has killed the project and is directing users to ASE:",https://stackoverflow.com/questions/4641625/android-python-full-integration,"Yes, I saw , and ,.,But that doesn't seem to be enough (correct me if I am wrong). I wanted to be able not only to invoke a Python script from within Java code, but have a full integration. The feature I need the most is the ability to have a state of execution of python code saved and be able to run several parts of code on demand against the same execution state.,On JavaSE I would rely on Jython. I believe , shows it all (and some other features too, like something I would call variable state introspection):,Is it possible on Android? Is ASE a way to go?"
Accepted,"There's no apparent need to subclass those exceptions, I'd use them right away to signal, that a method has been called with illegal arguments. I'd always describe the real cause in the exceptions message part., is already a subclass of , , (JavaDoc) and I wouldn't use or subclass it in a different context.",https://stackoverflow.com/questions/4655536/invalidparameterexception-or-illegalargumentexception,"In Java when should you throw , and when ,?
Coming from a C# background we would have an , that derived from ,. If I would want to implement a equivalent ,/, in Java should I extend , or ,?,Note: I'm not trying to implement a ,/, this would just provide me with a better understanding if I could match up these with the C# framework."
Accepted,"Because C# has no free-standing functions.,The problem with , in C++ is when the compiler suddenly decides to call the , function instead of your function which is not surprising with names like ,, , or , being template functions that take just about anything.,This is much less of a problem in C# because C# does not have free-standing functions and it has stricter implicit conversions (e.g. you can't pass an , to a function that expects a pointer).",https://stackoverflow.com/questions/23141065/using-system-in-c-sharp-vs-using-namespace-std-in-c,"Why is it that , is considered poor practice in C++, but , is considered good practice in C#? They seem to be analogous (bringing standard library stuff into the global namespace)."
Accepted,"You should be able to just do:,From the docs for ,:,My understanding is that you only need to use , if the array you are trying to pass was generated from some non-contiguous slice of another array. If you are creating the array from scratch, it shouldn't be necessary. ,For example:,Also, perhaps consider using the , interface",https://stackoverflow.com/questions/22105529/np-ascontiguousarray-versus-np-asarray-with-cython,"follow up question to ,:,when passing numpy.ndarrays in Cython to a C function that only deals with contiguous arrays, is there a difference between doing:,and,are both necessary? Does , implies already that the array will be in a format that can be assigned to an array with a , declaration? "
Accepted,"You should set the Environment variable , to point to the start up script that you created.,In Ubuntu you can edit the ~/.bashrc file and add this line in the end: ,Now you , start a new shell and run python.,Hope it helps :)",https://stackoverflow.com/questions/4837237/pythonrc-py-is-not-loading-in-interactive-mode,"I've added a .pythonrc.py script to my home directory with the commands below:,I've confirmed that it is actually executable by running , and by loading the python interpreter and running ,.  However, when I start interactive mode, it seems that the script is never being loaded.  Calls to methods in os or sys return errors that os or sys are not defined.  Has anyone seen this before?  Any suggestions?,I'm running Python 2.6 on an Ubuntu 10 server.,Thanks!"
Accepted,"Since you are compiling a shared library, and the function , is not ,, the compiler makes an indirect call throught the Procedure Linkage Table (PLT). When disassembling the library you'll likely see an instruction,When , is loaded, the process already has the implementation of , from libc, so the dynamic liker updates PLT to point to libc's version of ,.",https://stackoverflow.com/questions/54456939/why-doesnt-the-jvm-crash-when-entering-infinite-recursion,"I'm writing a shared library to be loaded into the JVM and the behavior below got me stuck. Here are my Java classes:,And the library to be loaded looks like:,test_jni.h,test_jni.c,fs.h,fs.c,When compiling and running this , class the JVM ,. It simply does not enter the function ,. Instead, ,'s ,  is called as can be seen in GDB:,Running , shows that , Why is , called in , instead of ,? The only thing I can imagine is the JVM has its own dynamic linker which does the job..."
Accepted,"Short answer: , I have personally grepped for these characters (specifically, the numeric code points) in the Python code base, and such a constant is not there.,The sections below explains why it is not necessary, and how it is implemented without this information being available as a constant. But having such a constant would also be a really bad idea.,If the Unicode Consortium added another character/code-point that is semantically whitespace, the maintainers of Python would have a poor choice between continuing to support semantically incorrect code or changing the constant and possibly breaking pre-existing code that might (inadvisably) make assumptions about the constant not changing.,How could it add these character code-points? There are 1,111,998 possible characters in Unicode. But only 120,672 are occupied as of ,. Each new version of Unicode may add additional characters. One of these new characters might be a form of whitespace.,The code that determines what is whitespace in unicode is the following dynamically generated ,.,This is a switch statement, which is a constant code block, but this information is not available as a module ""constant"" like the string module has. It is instead buried in the function compiled from C and not directly accessible from Python.,This is likely because as more code points are added to Unicode, we would not be able to change constants for backwards compatibility reasons.,Here's the generated code currently ,:,The following code (from my answer ,), in Python 3, generates a constant of all whitespace:,As an optimization, you could store this in a code base, instead of auto-generating it every new process, but I would caution against assuming that it would never change.,(Other answers to the question linked show how to get that for Python 2.),Remember that at one point, some people probably thought 256 character encodings was all that we'd ever need.,If you're insisting on keeping a constant in your code base, just generate the constant for your version of Python, and store it as a literal:,The , prefix makes it unicode in Python 2 (2.7 happens to recognize the entire string above as whitespace too), and in Python 3 it is ignored as string literals are unicode by default.",https://stackoverflow.com/questions/37903317/is-there-a-python-constant-for-unicode-whitespace,"The , module contains a , attribute, which is a string consisting of all the ASCII characters that are considered whitespace. Is there a corresponding constant that includes Unicode spaces too, such as the ,? We can see from the question "","" that at least , is aware of additional Unicode whitespace characters.,This question was identified as a duplicate of ,, but the answers to that question identify ways of , for whitespace characters to generate your own list. This is a time-consuming process. My question was specifically about a ,."
Undetermined,"There is no simple way of doing this. Nevertheless you can do manually what the C++ compiler is doing. In your case this will look like:,The idea is that each struct should have a companion vtable struct that stores pointers to all virtual methods that this struct implements. Vtable structs have only one instance each. They should reside in static memory and they should be inited with pointers to functions. These pointers should implement virtual methods in the way that is needed for each particular struct. The structs themselves can have many instances. Vtable data fiels in the instance should point to the static vtable struct of its class.,Parameter , passes the address of the instance. It should be passed manually. This is C at the end of the day.,Note you need to allocate vtable structures, init vtable pointers, etc. And you need to do all this manually with your own code.",https://stackoverflow.com/questions/15733590/dynamic-dispatch-in-c-using-virtual-method-table,"I am hoping to find a hint (preferably by good example) for implementing dynamic dispatch in C.,I am learning C and as practice, I want to translate from Java to C using dynamic dispatch virtual method table.,for example I have a java code : ,and I could just translate some basic stuff like this:,I am stuck while trying to complete this because I don't know:"
Accepted,"Encryption algorithms are programming language independent.,As long as the:,are all the same, you'll be able to encrypt and decrypt data regardless of the programming language used (assuming the implementations are correct).,Just remember that Java's Cipher works on byte arrays, so if you are encrypting a string, you'll need to use , to get a byte array.",https://stackoverflow.com/questions/7821678/any-equivalent-for-mcrypt-in-php-to-use-in-java,"Can any one tell about any library that can be used in java, which gives the same result if operation was done in PHP using the mcrypt library.,i want to actually encrypt a string in Java using AES, and decrypt it in PHP. Will the Java Cipher yield a encryption decryptable by mcrypt in PHP?,edit:,Found some resin-3.1 library in Web. Can it be?"
Accepted,"Looking over your question, you seem to have a basic misunderstanding of what Node.js is, if you're trying to integrate it with Python and WSGI. Node.js is for writing web servers, so trying to use it... alongside Python? inside Python? (I'm really not sure what you're trying to accomplish) makes little sense.,If your tasks are not only I/O bound, you should probably not be hosting those tasks on the same box as your web server. Thus, the message bus approach mentioned briefly in 3. But if you are determined to do so, and are sure that those tasks won't hog all the CPU, you should determine how often such tasks are prevalent. If they are on every web request, you should not use Node.js; you are giving up its most basic advantages, leaving only minor ones (like the ecosystem that's grown up around it). If they are rare, then you should spin them off in separate threads via the many methods available in 2.,Relevant: ",https://stackoverflow.com/questions/10769162/i-dont-understand-the-node-js-architecture,"We are considering , as a web platform. But I have one crucial question, because I think I don't get the architecture of ,:"
Undetermined,"I have a feeling you are looking for an explanation of the mechanism and not a link to the API or instructions on how to code it. So, as I understand it . . .,The main interpreter is typically written in C and is dynamically linked. In a dynamically linked environment, even C89 has a certain amount of reflective behavior. In particular, the , and , calls will load a dynamic (typically ELF) library and look up the address of a symbol named by a string. Give that address, the interpreter can call a function. Even if statically linked, the interpreter can know the address of C functions whose names are compiled into it.,So then, it's just a simple matter of having the interpreted code tell the interpreter to call a particular native function in a particular native library.,The mechanism can be modular. An extension library for the interpreter, written in the script, can itself invoke the bare hooks for , and , and hook up to a new library that the interpreter never knew about.,For passing simple objects by value, a few prototype functions will typically allow various calls. But for structured data objects (imagine stat(2)) the wrapper module needs to know the layout of the data. At some point, either when packaging the extension module or when installing it, a C interface module includes the appropriate header files and in conjunction with handwritten code constructs an interface object. This is why you may need to install something like , even if you already had , on your system; only the , package has the .h files needed to recompile the linkage code.,I suppose we could sum this up by saying: ,. :-)",https://stackoverflow.com/questions/1475637/how-do-you-bind-a-language-python-for-example-to-another-say-c,"I'm far from a python expert but I hear this one all the time, about its C/C++ bindings.  How does this concept work, and how does Python (and Java) bind to C-based APIs like OpenGL?  This stuff has always been a mystery to me."
Accepted,"So I executed JavaScript using Python with help of ,.,To your scraper, you need to add the following code:,alongside parsing functions. And that's it!,Of course, you need to install cloudflare-scrape first and import it to your spider. You also need a JS execution engine installed. I had Node.JS already, no complaints.",https://stackoverflow.com/questions/33247662/how-to-bypass-cloudflare-bot-ddos-protection-in-scrapy,"I used to scrape e-commerce webpage occasionally to get product prices information. I have not used the scraper built using , in a while and yesterday was trying to use it - I run into a problem with bot protection. ,It is using CloudFlare?????s DDOS protection which is basically using JavaScript evaluation to filter out the browsers (and therefore scrapers) with JS disabled. Once the function is evaluated, the response with calculated number is generated. In return, service sends back two authentication cookies which attached to each request allow to normally crawl the site. ,'s the description of how it works.,I have also found a , Python module that uses external JS evaluation engine to calculate the number and send the request back to server. I'm not sure how to integrate it into , though. Or maybe there's a smarter way without using JS execution? In the end, it's a form...,I'd apriciate any help."
Accepted,"It sounds like you're retrieving a JSON string in JavaScript (perhaps via AJAX?). If you need to make this into an actual array value, you'd probably want to use ,.,If you're actually writing out a value into the page, rather than using AJAX, then you should be able to simply echo the output of , directly, without quoting; JSON itself is valid JavaScript.",https://stackoverflow.com/questions/13994858/javascript-convert-php-json-into-a-javascript-array,"In php I used , and then got the value in Javascript, looks as the following:,And I would like to make this into a normal javascript array, like so:,How is this possible?"
Undetermined,"From your question, it's fairly clear that you know you can't do what you've said you'd do in C/C++, but just for others coming to the question: Java doesn't have references to variables.,It's tempting to push the question out a level: Look at why you have , in the first place and see if you can avoid it.,That suggests that , should have accessor function(s) for this information, so the switch exists only in one place (the getter) or two places (the getter and the setter).,If ,'s class isn't something you can change, a static utility function somewhere would also work, but better if it's in the class if possible.",https://stackoverflow.com/questions/39317414/how-can-i-replace-a-switch-in-java-with-a-list-that-references-a-variable-for-ea,"I was unable to find a prior question like this here (which surprises me), so..,I have a working Java program where part of it analyzes typed input. Some input 'options' are the strings in the cases below.,In C or C++, I could shorten this code by making a list (which is a structure containing a string name and a variable pointer) such as,and then simply checking in a loop with i = 0 thru size of the list,The Java switch occurs more than once and is a maintenance problem, which is why I want a better way.,I could use a hashed index into an array using the hash of the string, but that would prevent me from using the specific variable names thru the code as needed, making that code less clear... i.e. I don't want to do (pseudo-code),There must be a better way? Is there? Thanks in advance."
