link,accepted,create time,active time,author,reputation,answer quantity,combination,title,question,answer,viewed,vote,question contain code,Solution type,answer or highest vote,SDLC,Symptoms,Taxonomy_Second,Taxonomy_Third,Special case,Unnamed: 21,accepted_time,answers_time,posts_id
https://stackoverflow.com/questions/10596052/stdvector-to-java-util-vector-code-generation-with-swig,Accepted,2012-05-15 07:26:29Z,2014-01-14 03:32:27Z,,,1,"java,c++,list,vector,swig",std::vector to java.util.Vector code generation with swig,"I try to generate java code with SWIG ,In , I declared a custom list object called ,and this List class inherits from vector,In a business class (in C++) I return a List of custom objects,so I want to generate java code where I can retrieve this C++ List as java.util.List or java.util.Vector.,in my swig.i file I couldn't manage how to embody,any kind help how to configure this swig.i template file or some sample code to generate a java.util.List / Vector returning function will be appreciated.,Thank you.","You don't really want to be touching , with your wrapped interfaces because you will end up duplicating storage or making large numbers of copy operations every time you pass it in/out of a function. (note also that in general in C++ inhering from containers is odd design).,Instead in Java the ""right"" thing to do is to inherit from ,. This answer is a more generic version of my ,.,It works for all , types, not just a fixed type and handles , using an ""autobox"" custom type map. It's missing support for the specialized ,, but that should be simple to add if you need it.,Most of this is fairly similar to the default std_vector.i that SWIG currently provides, the new bits are the renaming, extending and typemaps that extend , and implement ,. It also adds a constructor that takes other ,s - this is recommended by the Java documentation and easy enough to do. (There's an overload for other , types which is , faster).,I tested this vector wrapping within another SWIG interface:,Which I was able to compile and run with:",6k,6,yes,"SA1, SA2.1, SA2.2, SB1, SB2",10,Coding,Data handling,Interoperability,,parameter error,,2012-09-23 09:18:08Z,2012-09-23 09:18:08Z,"1,059,605,212,551,100"
https://stackoverflow.com/questions/12558996/jquery-knob-display-number-change,Accepted,2012-09-24 04:51:24Z,2015-03-20 12:14:41Z,Guj Mil,323,3,"php,javascript,jquery,jquery-plugins",JQuery Knob display number change,"I'm using , to make some cool graphs and it's working perfectly. But I have one problem: I want to make the display number between the graph have a '%' symbol concatenated. but I just cant seem to make it work. Modifying the input through jquery wont do it, and I've tried reading into the code of the library but with no luck. Has any one else had this problem before?","If you take a quick look at the github repo you'll see that there's a draw hook that's called everytime the canvas is drawn. If you implement that hook you should be able to add whatever you wish to the input. Here's a short example of the functionality you're looking for (to try it: , ) and for future reference:",8k,6,no,"SA1, SA2.1, SA2.2, SB1,SB2",30,Coding,Data handling,Data format/compatibility,,HTTPRequest,,2012-09-24 05:44:46Z,"2012-09-24 05:44:46Z,2014-06-20 17:36:18Z,2013-10-14 13:18:46Z","12,558,996,125,594,400,000,000,000,000,000"
https://stackoverflow.com/questions/12717084/creating-custom-php-syntax-parser,Accepted,2012-10-03 21:19:13Z,2012-10-03 22:05:04Z,Undefined Variable,"3,796",1,"php,javascript,syntax",Creating custom PHP Syntax Parser,"I am thinking about how one would go about creating a PHP equivalent for a couple of libraries I found for CSS and JS. ,One is , which is a ,. The basic idea behind , is that it allows you to create more dynamic CSS rules containing entities that ""regular"" CSS does not support such as ,, , etc and then the final , , those syntax into regular CSS.,Another interesting JS library which behaves in a (kind of) similar pattern is , where you can write ""tidier & simpler"" code which then gets , into regular Javascript.,How would one go about creating a simple similar interface for PHP? Just as a proof of concept; I am only trying to learn stuff. Lets just take a simple use case of extending classes.,Suppose I want to let the user write class , as (just for the example):,And let them later have that code ""resolve"" to regular PHP (Usually by running a separate command/process I would believe). My question is how would I go about creating something like this. Can it be done in PHP, would I require to use something like C/C++. How should I approach this problem if I were to go at it? Are there any resources online? Any pointers are deeply appreciated!","Language , are not as easy as one might think.,The example you gave can be implemented very easily with a , that looks for class definitions and replaces , with ,.,But more complex features need a , which is a suite of smaller logical pieces of code.,In most programmer jargon people incorrectly call transcoders , but the difference between compilers and transcoders is that compilers read source code and output raw binary machine code while transcoders read source code and output (a different) source code.,The PHP (or JavaScript) runtime for example is neither compiler nor transcoder, it's an interpreter.,But enough about jargon let's talk about transcoders:,To build a transcoder you must first build a tokenizer, it breaks apart the source code into tokens, meaning that if it sees an entire word such as 'class' or the name of a class or 'function' or the name of a function, it captures that word and considers it a token. When it encounters another token such as an opening round bracket or an opening brace or a square bracket etc. it considers that another token.,Luckily all of the recognized tokens available in PHP are already easily scanned by , which is a function PHP is bundled with. You may have some trouble because PHP assumes some things about how you use symbols but all in all you can make use of this function.,The tokenizer creates a flat list of all the tokens it finds and gives it to the parser.,The parser is the second phase of your transcoder, it reads the list of tokens and decides stuff like ""if token[0] is a class and token[1] is a name_value then we have a class"" etc.. after running through the entire list of tokens we should have an abstract syntax tree.,The abstract syntax tree is a structure that symbolically retains only the relevant information about a the source code.,After you get an abstract syntax tree you need to walk through it and output the destination source code.,The real tricky part is the parser which (depending on the complexity of the language you are parsing) may need a backtracking algorithm or some other form of pattern matching to differentiate similar cases against one another.,I recommend reading about this in Terence Parr' book , which describes in detail the design patterns needed to write a transcoder.,In Terrence' book you'll find out why some languages such as HTML or CSS are much simpler (structurally) than PHP or JavaScript and how that relates the complexity of the language parser.",2k,7,yes,"SA1, SA2.1, SA2.2, SB1, SB2",8,Design,Language choice,,,post/net,,2012-10-03 21:37:57Z,2012-10-03 21:37:57Z,"1,271,708,412,717,280"
https://stackoverflow.com/questions/12738827/how-can-i-call-scikit-learn-classifiers-from-java,Accepted,2012-10-05 02:50:26Z,2019-02-21 17:57:05Z,Thomas Johnson,"8,980",6,"java,python,jython,scikit-learn",How can I call scikit-learn classifiers from Java?,I have a classifier that I trained using Python's scikit-learn. How can I use the classifier from a Java program? Can I use Jython? Is there some way to save the classifier in Python and load it in Java? Is there some other way to use it?,"You cannot use jython as scikit-learn heavily relies on numpy and scipy that have many compiled C and Fortran extensions hence cannot work in jython.,The easiest ways to use scikit-learn in a java environment would be to:,The last approach will be a lot more work if you need to re-implement feature extraction in Java as well.,Finally you can use a Java library such as Weka or Mahout that implement the algorithms you need instead of trying to use scikit-learn from Java.",39k,34,no,"SA1, SA2.1, SB1, SB2",50,Design,Interfacing,Interfacing choice,,method choice,,2012-10-05 09:05:29Z,"2012-10-05 09:05:29Z,2016-08-10 16:31:57Z,2018-03-04 16:26:02Z,2018-02-16 13:05:25Z,2018-05-11 12:50:16Z,2019-02-21 17:57:05Z","12,738,827,127,430,100,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/13231913/how-do-i-call-a-specific-method-from-a-python-script-in-c,Accepted,2012-11-05 12:14:38Z,2015-03-04 22:58:39Z,VanDeath,519,3,"c#,python,methods,arguments,ironpython",How do I call a specific Method from a Python Script in C#?,"I'm wondering if there is a possibility to call a specific Method from a Python script over a C# project.,I have no code... but my idea is:,Python Code:,C# Code:,How can I call one of the Methods, from this Python script, over C#?","You can host IronPython, execute the script and access the functions defined within the script through the created scope.,The following sample shows the basic concept and two ways of using the function from C#.",28k,17,yes,"SA2.1, SA2.2, SB1",29,Coding,Interfacing,Interfacing choice,,method choice,,2012-11-05 22:36:01Z,"2012-11-05 22:36:01Z,2013-01-04 13:07:08Z,2012-11-05 12:18:10Z","13,231,913,132,415,100,000,000,000,000,000"
https://stackoverflow.com/questions/13242098/why-should-i-embed-a-scripting-language,Accepted,2012-11-05 23:30:46Z,2014-05-07 20:49:13Z,Maik Klein,"13,922",6,"c++,python,lua",Why should I embed a scripting language? [closed],"I am learning C++ now and I have heard a lot about embedded scripting languages. I imagined it completely different.,I thought I would write all of my performance heavy functions in C++ and call them out of a scripting language such as Lua or Python.,But it seems it is the other way around. -> Write functions in Lua/Python and call them in C code. ,Example: ,Then in Python I would call this function and I would have the performance from C++ but can make changes at runtime thanks to Python's runtime interpreter.","Actually, a lot of game engines like to build interfaces to the engine by embedding Lua or Python. There are advantages to this:,C++ is quite useful as a backend for projects that want the flexability of scripting languages, but want the performance of C++. I have not heard of projects that use C++ as a frontend, with a scripting language as the backend.,We use this style in my company's software. We expose an API through a Windows DLL that can be called by most languages fairly easily. We specifically support VB and VBA. This is great when the backend is from outside the script maker's control. However, it is hard to debug issues that arise from the script maker's perspective.,Advantages,Disadvantages,The software actually embeds the script interpreter into the software. This way you can expose features as if they were native functions. In this style, the script makers and the backend programmers typically are in the same company. It can also be used by traditional software to allow others to extend the functionality of the application. If they share source code, you can debug problems arising from scripts in a much easier manner. The application also takes care of when and how to launch your scripts. However, in order to support additional languages, the application developer has to embed other interpreters.,Advantages,Disadvantages",3k,9,yes,"SA1, SA2.1, SB1",5,Design,Interfacing,Interfacing choice,,method choice,,2012-11-05 23:37:15Z,"2012-11-05 23:37:15Z,2012-11-06 02:00:09Z,2012-11-05 23:33:29Z,2012-11-05 23:51:36Z,2012-11-06 02:11:52Z,2012-11-06 02:58:52Z","13,242,098,132,421,800,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/13289171/marshalasunmanagedtype-lpstr-how-does-this-convert-utf-8-strings-to-char,Accepted,2012-11-08 12:30:03Z,2020-11-18 15:45:24Z,dk123,"15,524",4,"c#,c++,marshalling",MarshalAs(UnmanagedType.LPStr) - how does this convert utf-8 strings to char*,"The question title is basically what I'd like to ask:, - how does this convert utf-8 strings to char* ?,I use the above line when I attempt to communicate between c# and c++ dlls;
more specifically, between:,When I send my utf-8 text (scintilla.Text) through c# and into my c++ dll,
I'm shown in my VS 10 debugger that:,Here's a screenshot (with more details):,As you can see, , returns the single ,: 'B' and the contents of , are displayed properly (including Korean) in the VS watch window.,Going through the , pointer, it seems that English is saved as one , per ,, while Korean seems to be saved as two bytes per ,. (the Korean word in the screenshot is 3 letters, hence saved in 6 bytes),This seems to show that each 'letter' isn't saved in equal size containers, but differs depending on language. (possible hint on type?),I'm trying to achieve the same result in pure c++: reading in utf-8 files and saving the result as ,. ,Here's an example of my attempt to read a utf-8 file and convert to , in c++:,observations:,(the screenshot also shows my terrible failure in using wcstombs),note: I'm using the utf8 header from (,),Please correct me on any mistakes in my code/observations.,I'd like to be able to mimic the result I'm getting through the c# marshal and I've realised after going through all this that I'm completely stuck. Any ideas?","It doesn't. There is no such thing as a ""utf-8 string"" in managed code, strings are always encoded in utf-16. The marshaling from and to an LPStr is done with the default system code page. Which makes it fairly remarkable that you see Korean glyphs in the debugger, unless you use code page 949.,If interop with utf-8 is a hard requirement then you need to use a byte[] in the pinvoke declaration. And convert back and forth yourself with System.Text.Encoding.UTF8. Use its GetString() method to convert the byte[] to a string, its GetBytes() method to convert a string to byte[]. Avoid all this if possible by using wchar_t[] in the native code.",17k,14,yes,"SA2.1, SB1",16,Coding,Data handling,Data format/compatibility,,convert data,,2012-11-08 13:45:47Z,"2012-11-08 13:45:47Z,2018-03-21 03:34:23Z,2014-11-29 04:10:27Z,2020-11-18 15:45:24Z","1,328,917,113,290,180,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/13322119/how-to-make-script-in-linux-use-my-interpteter-and-work,Accepted,2012-11-10 12:36:40Z,2012-11-10 13:26:37Z,Patryk,"2,824",2,"c,linux,shell",How to make script in linux use my interpteter and work? (#!),"I've made a simple shell for linux. It's reading line by line with getline() until ctrl+d (eof/-1) is entered into standard input.,While entering into stdin line by line code like that:,My shell works pretty well.,I've tried to run script through my shell, but it's not working. When I execute script, my shell is automatically executed (1st line) but the shell do not interprete other lines.,What could cause it? I have to say that I'm very beginner in linuxes and teacher didnt say anything about all that stuff. Just a homework. I've done some researches but that's all I've found.,Here's code of my Shell. I've added shell path into etc/shells but its still not working","Your shell must accept command line arguments. In this case, your program will be called like this:,So you'll need a , of this signature:,and then parse the arguments. , contains the amount of arguments. The script's filename is passed in ,. You'll need to open it (using ,) and read commands from it instead of ,. You should probably make sure that your shell ignores the first line of a file if it starts with a ,.,If your script is called without an absolute path (a path that doesn't start with a ,), then the filename is relative to the current directory. You can get that from the environment or programmatically with ,.",242,8,yes,"SA2.1, SA2.2, SB1",12,Coding,Interfacing,Invocation mechanism,Explicit interfacing,-,,2012-11-10 13:09:08Z,"2012-11-10 13:09:08Z,2012-11-10 13:08:35Z","133,221,191,332,232,000,000,000"
https://stackoverflow.com/questions/13419676/assigning-the-model-to-a-javascript-variable-in-razor,Accepted,2012-11-16 15:35:08Z,2012-11-16 15:56:25Z,Seriphos,349,2,"c#,javascript,jquery,asp.net-mvc,razor",Assigning the Model to a Javascript variable in Razor,"I have a strongly-typed view bound to an object which contains a Collection (list) of some objects. I know Razor gets executed on the server-side when it's generating the page, whereas Javascript variables don't get instantiated until after the page is displayed... but would it somehow be possible to convert the Model (that the view is bound to) or any of its fields to JSON in Razor without resorting to an AJAX call to fetch that data afterwards?,You know, something like...,where , is a list of some objects.,Thanks",To get json data you can use the following construction:,15k,12,yes,"SA2.1, SA2.2, SB1",36,Coding,Data handling,Interoperability,,Razo erg-r,,2012-11-16 15:37:08Z,"2012-11-16 15:37:08Z,2012-11-16 15:56:25Z","134,196,761,341,970,000,000,000"
https://stackoverflow.com/questions/13454985/asp-net-set-hiddenfield-a-value-in-javascript,Accepted,2012-11-19 13:39:11Z,2017-09-14 12:39:34Z,ozkank,"1,414",9,"c#,javascript,asp.net",ASP.NET set hiddenfield a value in Javascript,"I don't know how to set the value of a hiddenField in Javascript. Can somebody show me how to do this?,Javascript:,HTML:","Get the client id generated in the page that uses Master page. As Master page is UserControl type, It will have its own Id and it treats the page as Child control and generates a different id with prefix like ,.,This can be resolved by using , in a page and can be assigned to any string or a javascript variables that can be referred later.,Use this property to control how you want to generate the ID for you. For your case setting , in page level will resolve the problem. The same thing can be applied at control level as well.",153k,23,yes,"SA2.1, SA2.2, SB1",37,Coding,Embedding,,,HTTPRequest,,2012-11-19 13:41:35Z,"2012-11-19 13:41:35Z,2015-07-16 09:50:39Z,2014-09-23 14:11:32Z,2012-11-19 13:41:27Z,2013-10-15 22:39:52Z,2013-06-13 12:12:26Z,2012-11-19 13:41:25Z,2013-06-13 13:34:54Z,2013-08-02 18:46:54Z","13,454,985,134,550,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/13654561/marshalling-an-array-of-strings-from-managed-to-native-code,Accepted,2012-11-30 23:14:25Z,2012-12-18 14:49:58Z,Tejas Sharma,"3,330",2,"c#,c++,.net,interop,marshalling",Marshalling an array of strings from managed to native code,"I have a managed function with the following declaration (both interface and implementation):,There is also a native C++ interface with the same methods as the managed interface, inside of that interface, this method has the following declaration:,This function is called by native code in the following way:,I'm not sure what I'm doing wrong but after my managed function has been called, , appears to have garbage values, somethings going wrong while marshalling the return value back to native code. Could someone with more experience than me with .Net interop please shed some light on this? Also, It might be relevant to mention that I haven't had problems with returning ,s from my managed function (, if you're curious), something about returning a , array is messing things up. Thanks!","Well I finally got it to work. I created a managed representation of , called , (stolen from here : ,):,I changed the signature of my method to:,Inside my method, I manually updated the , field by calling , and then copied over the strings I wanted the , to contain. ,I have no idea as to why the CLR wasn't able to automatically marshal the parameters to and from native code and I'd still appreciate it if someone could try to explain that.",2k,6,yes,"SA1, SA2.1, SA2.2, SB1, SB2",0,Coding,Data handling,Interoperability,,"self-answer,parameter error",,2012-12-03 18:32:54Z,"2012-12-01 00:03:29Z,2012-12-03 18:32:54Z","136,545,611,365,494,000,000,000"
https://stackoverflow.com/questions/14036004/how-to-convert-jobject-to-jstring,Accepted,2012-12-26 04:28:17Z,2012-12-26 09:47:09Z,glo,"1,358",1,"java,c++,java-native-interface,cocos2d-x",how to convert jobject to jstring,"I am trying to get a string in return to a function call from cpp to java. ,This is my JNI call,On compiling i get the error ,Can anyone please tell me how to solve this problem.","Here you go ...,And if you want to get it return as std::String then",13k,6,yes,"SA2.2, SB1",9,Coding,Data handling,Data format/compatibility,,convert data,,2012-12-26 09:47:09Z,2012-12-26 09:47:09Z,"1,403,600,414,038,720"
https://stackoverflow.com/questions/14124695/seg-fault-in-php-extension,Accepted,2013-01-02 15:36:16Z,2013-01-08 15:11:33Z,Matt,"1,696",2,"php,c,segmentation-fault,php-extension,php-internals",SEG Fault in PHP extension,"I wrote a PHP extension to access functions in a static lib, I built PHP as a CGI, and everything seemed to work (after days of working on it..),Thrilled once everything worked, I re-compiled PHP without debugging messages I had in it. (, .... ,),Then, it just stopped working. The function I'm calling in the static lib works, I've tested it by calling it directly from another executable.,I built PHP with debugging symbols (,) and can debug it to a certain degree in gdb.,I'm still struggling to figure out what's wrong. It seems that the function in the lib (,) cannot seem to read the input arguments.,When I call this function, the , statement works and prints out the right values. When I let it call the difffst_ function however, I get a segfault when it tries to read the input variables.,The diffFst function is written in fortran:,Specifically, it fails at line 122 (according to the debugger) when it tries to read ,.,I have no idea why, I've tried:,It just seems like the data isn't being passed properly. Even in the debugger, I can't read the arguments.,The frustrating thing is, at one point this just worked.. I've checked file permissions, checked paths, etc.. And I can run the function from a fortran wrapper executable just fine.,Is there a trick I'm missing?,Thanks","Took a while, and needed additional help (,),Basically two things had to change:,The first is easy, simply ,The second involved passing the length of the string. There may have been an easier way to do this (sensing string length by looking for the \0) but they didn't work out. So, now I pass,Then in Fortran, I accept the string as,The specific changes to the fortran code above are,When it was working, it must have been before I attempted to read in the strings as ,, and integers were being passed in as references, so they'd have had random values essentially. ,Thanks for everyone's else!",378,8,yes,"SA1, SA2.1, SA2.2, SB1, SB2",2,Testing/Debugging,Data handling,Interoperability,,parameter error,,2013-01-03 04:57:52Z,"2013-01-03 04:57:52Z,2013-01-08 15:11:33Z","141,246,951,413,327,000,000,000"
https://stackoverflow.com/questions/14184993/communication-between-c-and-c-sharp-application-through-network,Accepted,2013-01-06 17:57:13Z,2013-01-07 06:49:12Z,DaveDum,63,4,"c#,c++,sockets,tcp,ip",Communication between c++ and c# application through network,"I have a simple server written in c# listening on some port. I have an application in c++ and I need the application to send some information to the server. This information is a struct containing 5 integers. I was thinking that I can send it also as a string: something like: ""ID=3, anotherInt=5..."". Is it a good idea? If not, how should I do that?,How to make it work? What is your advice?,Thank you.","this is ok, but this line should read:,where the conversion , can be omitted.
In your code the value of pointer ln is sent (correctly) but you most likely want to send the string it's pointing to in it's entire length.,Concerning the messages to be send: Converting integers to ascii is not a bad idea. You also may have a look at JSON or , format. Formatters or Parsers can easily be written from scratch.",1k,6,no,"SA1, SA2.1, SA2.2, SB1, SB2",0,Coding,Interfacing,Interfacing choice,,method choice,,2013-01-06 18:11:45Z,"2013-01-06 18:04:34Z,2013-01-06 18:12:54Z,2013-01-06 18:05:54Z,2013-01-06 18:11:45Z","1,418,499,314,185,070,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/14269798/java-jni-calls-are-slower-than-expected-at-least-2-ms-call,Accepted,2013-01-11 00:32:18Z,2013-09-05 09:29:30Z,bgroenks,"1,799",2,"java,c,performance,java-native-interface",Java JNI calls are slower than expected (at least 2 ms/call),"I've read from several other reports that people generally get around , on a plain, basic JNI call:,From ,From ,When I call simple methods in my JNI code (by simple I mean no more than one argument of time int returning type int), I'm getting a round trip call time (measured with System.nanoTIme) of between 50,000-80,000 ns.,If I do a VM ""warm-up"" and run the call a few hundred times before timing it, I still get about ,. (As stated above, I have heard others report < 100 ns.. and having 10-20 times higher than that does add up when making frequent calls.),Is this normal speed? What could be causing my native code to be called so much slower?,UPDATE:,Where X2D_correctGamma(int,float) is a method to correct a pixel's gamma value (I've implemented native code since posting).,Java benchmarking:,That's the ""warm-up"" code. Most of the printlns read 800-1000ns after the initial call.,Unfortunately, I may have to scrap this, because it's supposed to be used in rendering, and calling this thousands of times per second is bringing the frame rate down to 1 FPS.,System Info:,Behaves similarly on: JDK1.6.0_32 (64-bit), JDK1.7.0_04 (64-bit), and JRE1.7.0_10 (32-bit),Windows 7 64-bit,16GB RAM,i7-3770 quad-core CPU @ 3.4-3.9ghz,GNU GCC MinGW Compilers (32-bit and 64-bit)","no. If you are , getting 50,000-80,000 ns per JNI call, something weird is going on.,no idea. It could be almost anything. But if you showed us the native code and the Java code we'd be in a better position to explain.,My money would be on this NOT being a problem with the JNI calls at all. Rather, I expect it is an artefact of the way that you are benchmarking. There are lots of things that you can do (or fail to do) that will cause a Java benchmark to produce spurious results. We need to see your benchmarking code.,OK so, your update indicates that your earlier reported timings (50,000-80,000 or 2000-4000) are incorrect or irrelevant. Timings of 800-1000ns sound plausible, given the following.,I think there are three flaws in your benchmark.",2k,7,yes,"SA2.1, SB1",7,Coding,Efficiency/Performance,,,performance,,2013-01-11 01:33:15Z,"2013-01-11 01:33:15Z,2013-09-05 09:29:30Z","142,697,981,427,027,000,000,000"
https://stackoverflow.com/questions/14341549/passing-a-set-of-numpy-arrays-into-c-function-for-input-and-output,Accepted,2013-01-15 15:54:39Z,2013-01-16 12:08:23Z,apl,133,2,"python,c,numpy,ctypes,ffi",Passing a set of NumPy arrays into C function for input and output,"Let's assume we have a C function that takes a set of one or more input arrays, processes them, and writes its output into a set of output arrays. The signature looks as follows (with , representing the number of array elements to be processed):,I want to call this function from Python via ctypes and use it to apply a transformation to a set of NumPy arrays. For a one-input/one-output function defined as,the following works:,However, I have no clue how to create the corresponding pointer array for , inputs (and/or outputs). Any ideas?,: So people have been wondering how , knows how many array pointers to expect (as , refers to the number of elements per array). This is, in fact, hard-coded; a given , knows precisely how many inputs and outputs to expect. It's the caller's job to verify that , and , point to the right number of inputs and outputs. Here's an example , taking 2 inputs and writing to 1 output array:,I have no way of influencing the signature and implementation of ,. I can verify (from Python!) how many inputs and outputs are required. Key problem is how to give the correct , for the function, and how to produce appropriate data structures in NumPy (an array of pointers to NumPy arrays).","To do this specifically with Numpy arrays, you could use:,Where the C side of things might look like:",5k,13,yes,"SA2.1, SA2.2, SB1",8,Coding,Data handling,Data format/compatibility,,numpy in different language,,2013-01-16 10:23:35Z,"2013-01-16 10:23:35Z,2013-01-15 19:37:13Z","143,415,491,435,614,000,000,000"
https://stackoverflow.com/questions/14371758/can-a-python-function-taking-args-kwargs-be-called-from-c-or-another-language,Accepted,2013-01-17 03:25:28Z,2013-01-17 08:03:40Z,greatwolf,"19,011",1,"python,c",Can a Python function taking *args/**kwargs be called from C or another language space?,"Take a canonical Python function defined like:,Calling this function from Python might look like:,Does the Python C API provide some way to call this function from C space? How can the above three lines be converted to C equivalent?,note that ,, using ,, C++ calls into this keyword argument function with almost the same syntax as from Python, which is quite a trick!","To call a function with arbitrary positional and keyword arguments in Python/C, equivalent to the , syntax, use ,:",986,7,yes,"SA2.1, SA2.2, SB1",5,Coding,Interfacing,Interfacing choice,,-,,2013-01-17 03:49:39Z,2013-01-17 03:49:39Z,"1,437,175,814,371,930"
https://stackoverflow.com/questions/14482064/how-to-pass-variables-back-from-php-by-ajax,Accepted,2013-01-23 14:28:31Z,2013-01-23 15:18:46Z,Jakub Zak,"1,432",3,"php,javascript,jquery,ajax,json",How to pass variables back from php by ajax,"I have script from login page which through ajax sends data into php, and php returns if successful or not, I just wonder how can I change my scripts so it would send back also 2 variables and receive it in my login js script so I can create cookies? here are my js and php scripts:,:,:","Try to use Json as response:,You can encode any array in PHP and pass it as ajax callback.,Json class you can get",5k,6,Yes,"SA1, SA2.1, SA2.2, SB1, SB2",2,Coding,Interfacing,Invocation mechanism,Explicit interfacing,ajax,,2013-01-23 14:31:43Z,"2013-01-23 14:31:43Z,2013-01-23 14:33:49Z,2013-01-23 14:33:24Z","14,482,064,144,821,200,000,000,000,000,000"
https://stackoverflow.com/questions/14762048/subprocess-call-in-python-to-invoke-java-jar-files-with-java-opts,Accepted,2013-02-07 22:14:39Z,2013-02-08 00:31:52Z,user1164061,"3,862",2,"java,python",subprocess call in python to invoke java jar files with JAVA_OPTS,"Example code:,How to specify the JAVA_OPTS in the above command? I am getting a 'java.lang.OutOfMemoryError: unable to create new native thread' when I use the above command and I think specifying JAVA_OPTS in the command would solve the problem.,I did specify the JAVA_OPTS in .bashrc file and it had no effect.","You can do this, but finding how to do it in the documentation is kind of a wild goose chase.,The , says,,Then the , section, says, at the very end after describing a bunch of other arguments:,Well then! The , documentation gives the full signature:, is the one you want! However, if you just pass ,, then that will override , environment variables, including stuff like ,, which could break other things. So you probably want to use code like this to add a , environment variable for the new process execution, without setting it in the current process:",18k,11,yes,"SA1, SA2.1, SA2.2, SB1, SB2",15,Coding,Interfacing,Invocation mechanism,Explicit interfacing,thread,,2013-02-08 00:31:52Z,"2013-02-08 00:31:52Z,2013-02-07 22:42:07Z","147,620,481,476,376,000,000,000"
https://stackoverflow.com/questions/2848359/how-to-write-javascript-in-asp-net-in-code-behind-using-c-sharp,Accepted,2010-05-17 10:48:58Z,2018-03-28 10:13:33Z,Eyla,"5,461",8,"c#,asp.net,javascript",how to write javascript in asp.net in code behind using C#,"How can I write JavaScript code in asp.net in code behind using C#?,For example:
I have click button event when I click the button I want to invoke this java script code:,I want to know how to use java script from code behind.","Actually, this is what you need:,Copy all of javascript into string and then register it into your aspx page in code-behind. Then in aspx page, you can call the javascript function whenever you want. You should write this code in Page_Load method in C# page.",68k,16,yes,"SA2.1, SA2.2, SB1",21,Coding,Embedding,,,HTTPRequest,,2013-02-14 09:04:35Z,"2013-02-14 09:04:35Z,2010-05-17 10:51:56Z,2010-05-17 17:10:07Z,2010-05-19 16:57:03Z,2010-05-17 10:52:41Z,2010-05-17 11:02:20Z,2010-05-17 12:06:42Z,2017-02-02 13:34:55Z","28,483,591,487,113,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/15240472/confirm-box-in-codeigniter-anchor-link-to-delete-record,Accepted,2013-03-06 06:27:59Z,2020-08-11 06:28:07Z,Kango,727,8,"php,javascript,codeigniter",Confirm box in CodeIgniter anchor link to delete record,"I am using the following code to delete a record from a database. But I am facing a problem: when I click on ""cancel"" in the confirm box then it deletes the record. If I click , it returns false but how does it delete the record?,What am doing wrong?,Javascript code:,PHP code in view:","Try This:,and use this in your script:",39k,7,yes,"SA2.2, SB1",8,Coding,Interfacing,Invocation mechanism,Explicit interfacing,php js UI,,2013-03-06 07:06:16Z,"2013-10-21 11:28:29Z,2013-03-06 07:06:16Z,2013-03-06 06:34:43Z,2018-06-12 01:04:09Z,2013-03-06 06:32:57Z,2018-03-12 09:14:01Z,2018-10-14 15:41:37Z,2020-08-11 06:28:07Z","152,404,721,949,331,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/15300470/jquery-ajax-form-using-mail-php-script-sends-email-but-post-data-from-html-fo,Accepted,2013-03-08 18:07:13Z,2017-08-20 11:02:00Z,Jason Sears,429,6,"php,javascript,jquery,ajax,html","jQuery AJAX form using mail() PHP script sends email, but POST data from HTML form is undefined","Thanks for taking the time to look, guys. I'm creating a pretty basic AJAX contact form using jQuery. The email sends, but upon opening the email there is no POST data, so I just get the strings I defined in the PHP script. On my phone's email client, the content of the email literally says 'undefined'. I've tried adding different types of header data to no avail, and a number of variations on the PHP mail() function. ,I am more than willing to adopt an easier solution for a simple AJAX form, so thanks in advance for any new approaches. ,Here is the form:
,The jQuery AJAX:,The PHP script (external file 'email.php'):",There is no need to make a query string. Just put your values in an object and jQuery will take care of the rest for you.,111k,14,yes,"SA2.1, SA2.2, SB1",22,Coding,Interfacing,Invocation mechanism,Explicit interfacing,ajax,,2013-03-08 18:10:45Z,"2013-03-08 18:10:45Z,2013-03-08 18:34:33Z,2013-03-08 18:08:21Z,2013-03-08 18:14:54Z,2017-08-20 11:02:00Z,2013-03-08 18:11:04Z","15,300,470,153,005,200,000,000,000,000,000,000,000,000,000,000,000,000,000"
